Country,Emirate,Education,Occupation,Gender,Marital Status,Coverage,Income,cluster
India,Abu Dhabi,Bachelor,Employed,F,Married,Basic,72633,1
UAE,Dubai,Bachelor,Employed,M,Married,Premium,28013,1
Philipines,Abu Dhabi,High School or Below,Employed,F,Single,Extended,60479,1
India,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
India,Dubai,College,Enterpreneur,M,Single,Basic,14151,2
Other,Abu Dhabi,Bachelor,Employed,M,Single,Basic,75891,1
China,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
India,Dubai,College,Employed,M,Single,Basic,53078,2
Pakistan,Abu Dhabi,High School or Below,Government,F,Married,Extended,20031,0
Philipines,Dubai,Bachelor,Employed,M,Married,Basic,92070,1
Pakistan,Sharjah,High School or Below,Employed,F,Married,Basic,44509,1
India,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
Philipines,Abu Dhabi,Bachelor,Employed,M,Married,Basic,91967,1
Pakistan,Dubai,Bachelor,Self-Employed,F,Married,Basic,0,0
UAE,Sharjah,Bachelor,Employed,F,Divorced,Premium,97379,1
UAE,Dubai,Bachelor,Retired,F,Married,Premium,14290,0
Philipines,Dubai,High School or Below,Self-Employed,F,Divorced,Basic,0,0
Other,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
Pakistan,Sharjah,High School or Below,Self-Employed,F,Married,Basic,0,0
China,Abu Dhabi,College,Employed,M,Married,Basic,21927,1
Pakistan,Abu Dhabi,High School or Below,Employed,F,Married,Extended,69096,1
Pakistan,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
Pakistan,Dubai,High School or Below,Enterpreneur,F,Married,Basic,28513,0
Pakistan,Dubai,High School or Below,Employed,M,Single,Basic,81687,2
China,Dubai,High School or Below,Enterpreneur,F,Divorced,Extended,13792,0
China,Abu Dhabi,High School or Below,Employed,F,Married,Extended,32184,1
Other,Dubai,Bachelor,Employed,M,Single,Extended,26432,2
Philipines,Dubai,Doctor,Employed,F,Divorced,Extended,59232,0
Pakistan,Dubai,College,Self-Employed,F,Single,Basic,0,0
Philipines,Abu Dhabi,Bachelor,Enterpreneur,M,Married,Basic,23577,1
China,Dubai,College,Self-Employed,M,Single,Extended,0,2
Pakistan,Dubai,Bachelor,Employed,M,Married,Extended,26670,1
Other,Dubai,Bachelor,Employed,M,Divorced,Basic,87403,2
Pakistan,Abu Dhabi,College,Employed,F,Married,Basic,51455,1
Pakistan,Abu Dhabi,High School or Below,Employed,M,Married,Basic,30242,1
Pakistan,Sharjah,Bachelor,Employed,M,Married,Basic,64311,1
Pakistan,Dubai,College,Self-Employed,F,Married,Basic,0,0
Philipines,Abu Dhabi,Master,Employed,M,Single,Basic,37722,1
Pakistan,Abu Dhabi,Bachelor,Employed,F,Single,Basic,42336,1
Pakistan,Dubai,Bachelor,Employed,M,Married,Basic,25998,1
Pakistan,Dubai,Bachelor,Employed,F,Single,Basic,24887,0
Pakistan,Dubai,High School or Below,Self-Employed,M,Single,Extended,0,2
Other,Sharjah,College,Employed,F,Single,Basic,90918,1
Pakistan,Dubai,High School or Below,Employed,M,Married,Basic,78834,1
Pakistan,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
Philipines,Sharjah,College,Employed,F,Married,Basic,27872,1
UAE,Abu Dhabi,College,Employed,M,Married,Premium,24012,1
Philipines,Dubai,College,Enterpreneur,M,Married,Extended,16367,2
India,Abu Dhabi,Master,Employed,F,Single,Basic,55479,1
Pakistan,Dubai,High School or Below,Employed,M,Single,Extended,40778,2
Philipines,Dubai,High School or Below,Self-Employed,M,Single,Extended,0,2
India,Dubai,Bachelor,Self-Employed,M,Married,Basic,0,2
Philipines,Dubai,College,Self-Employed,M,Single,Extended,0,2
China,Abu Dhabi,College,Employed,F,Married,Extended,95438,1
Pakistan,Dubai,High School or Below,Enterpreneur,M,Single,Basic,12430,2
India,Abu Dhabi,High School or Below,Employed,M,Married,Basic,95697,1
Pakistan,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
India,Dubai,High School or Below,Employed,F,Married,Basic,28108,0
India,Dubai,College,Enterpreneur,F,Married,Basic,25370,0
India,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
India,Dubai,High School or Below,Government,F,Divorced,Basic,28672,0
India,Dubai,Master,Employed,F,Divorced,Extended,22705,0
Other,Dubai,Bachelor,Employed,M,Divorced,Basic,67798,2
Philipines,Dubai,High School or Below,Employed,M,Divorced,Basic,61367,2
UAE,Dubai,High School or Below,Employed,F,Single,Premium,59207,0
Other,Sharjah,College,Employed,F,Married,Basic,67423,1
India,Dubai,Bachelor,Employed,M,Divorced,Basic,35095,2
Pakistan,Abu Dhabi,Master,Employed,F,Single,Extended,26380,1
Pakistan,Abu Dhabi,College,Employed,M,Married,Basic,88731,1
Pakistan,Sharjah,Bachelor,Employed,M,Married,Basic,61409,1
UAE,Dubai,Bachelor,Self-Employed,M,Married,Premium,0,2
China,Dubai,High School or Below,Self-Employed,M,Single,Extended,0,2
India,Sharjah,Bachelor,Employed,F,Divorced,Extended,74931,1
Pakistan,Dubai,College,Employed,M,Single,Extended,74770,2
Philipines,Dubai,Bachelor,Self-Employed,M,Married,Extended,0,2
UAE,Abu Dhabi,Bachelor,Employed,F,Married,Premium,44299,1
Philipines,Dubai,College,Self-Employed,M,Single,Basic,0,2
India,Dubai,Master,Employed,M,Divorced,Basic,63326,2
Pakistan,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
India,Dubai,High School or Below,Government,F,Single,Extended,21720,0
Pakistan,Dubai,College,Employed,M,Married,Extended,55571,1
India,Dubai,College,Employed,M,Divorced,Basic,34759,2
Philipines,Dubai,High School or Below,Self-Employed,M,Divorced,Basic,0,2
Pakistan,Dubai,Bachelor,Employed,M,Married,Basic,38638,1
India,Sharjah,Bachelor,Employed,F,Single,Basic,80927,1
India,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
Philipines,Sharjah,High School or Below,Employed,M,Married,Basic,81914,1
Pakistan,Dubai,High School or Below,Self-Employed,M,Single,Extended,0,2
Pakistan,Dubai,Bachelor,Self-Employed,M,Divorced,Basic,0,2
Pakistan,Dubai,College,Self-Employed,F,Single,Basic,0,0
Philipines,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
Pakistan,Sharjah,Bachelor,Enterpreneur,F,Divorced,Extended,25407,0
India,Sharjah,College,Employed,F,Married,Basic,86073,1
China,Dubai,Bachelor,Employed,M,Married,Basic,23818,1
Pakistan,Dubai,College,Employed,F,Divorced,Extended,21326,0
India,Dubai,Bachelor,Retired,M,Married,Extended,18486,2
Pakistan,Dubai,Bachelor,Enterpreneur,M,Single,Basic,10458,2
India,Abu Dhabi,College,Employed,F,Married,Extended,82528,1
India,Dubai,College,Employed,F,Married,Basic,38223,0
China,Abu Dhabi,Bachelor,Employed,M,Married,Basic,63438,1
Pakistan,Dubai,College,Enterpreneur,M,Married,Extended,13432,2
UAE,Abu Dhabi,Bachelor,Employed,M,Married,Premium,26848,1
Pakistan,Dubai,Bachelor,Enterpreneur,M,Divorced,Basic,14072,2
India,Dubai,Bachelor,Employed,F,Married,Basic,28909,0
China,Abu Dhabi,Doctor,Employed,F,Married,Basic,35159,1
Pakistan,Sharjah,Master,Employed,M,Single,Basic,64255,1
India,Dubai,College,Self-Employed,F,Single,Extended,0,0
China,Sharjah,College,Employed,F,Married,Extended,88842,1
India,Dubai,College,Employed,M,Married,Basic,39377,1
India,Dubai,High School or Below,Enterpreneur,M,Single,Basic,12430,2
Philipines,Dubai,Doctor,Government,F,Divorced,Basic,21986,0
Pakistan,Dubai,High School or Below,Employed,F,Single,Extended,27435,0
India,Dubai,College,Retired,M,Divorced,Basic,25251,2
Philipines,Abu Dhabi,College,Employed,F,Married,Extended,29881,1
UAE,Dubai,Bachelor,Government,F,Divorced,Premium,11885,0
India,Dubai,High School or Below,Employed,M,Married,Basic,40420,1
India,Dubai,High School or Below,Employed,M,Married,Basic,74837,1
Pakistan,Sharjah,High School or Below,Employed,M,Married,Extended,67591,1
Pakistan,Abu Dhabi,Bachelor,Employed,M,Single,Basic,47590,1
India,Dubai,High School or Below,Employed,F,Married,Basic,75474,0
Pakistan,Dubai,Bachelor,Employed,M,Married,Extended,57177,1
China,Sharjah,Doctor,Employed,F,Married,Basic,52344,1
India,Dubai,High School or Below,Employed,F,Married,Basic,20072,0
India,Sharjah,College,Employed,M,Married,Basic,33604,1
Pakistan,Dubai,Master,Self-Employed,F,Single,Basic,0,0
China,Dubai,High School or Below,Employed,F,Single,Basic,37741,0
Philipines,Abu Dhabi,Bachelor,Employed,F,Married,Extended,48471,1
Pakistan,Dubai,College,Employed,M,Married,Basic,58089,1
Philipines,Dubai,Bachelor,Retired,M,Married,Extended,27681,2
Philipines,Dubai,Bachelor,Retired,M,Divorced,Basic,28992,2
China,Sharjah,High School or Below,Employed,F,Married,Basic,55986,1
India,Dubai,College,Employed,M,Married,Extended,94042,1
India,Dubai,College,Self-Employed,M,Married,Basic,0,2
Other,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
China,Sharjah,Bachelor,Employed,F,Divorced,Extended,70164,1
China,Dubai,Master,Government,F,Divorced,Basic,22886,0
Other,Dubai,Bachelor,Enterpreneur,M,Divorced,Extended,19948,2
Philipines,Sharjah,College,Employed,F,Married,Basic,39293,1
Other,Dubai,College,Employed,M,Married,Basic,28432,1
Pakistan,Dubai,College,Self-Employed,M,Single,Basic,0,2
Philipines,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
Pakistan,Dubai,High School or Below,Employed,M,Married,Extended,47412,1
India,Dubai,Doctor,Self-Employed,M,Divorced,Basic,0,2
Other,Dubai,College,Employed,M,Single,Basic,68351,2
Pakistan,Dubai,Bachelor,Employed,F,Married,Basic,58733,0
China,Abu Dhabi,Bachelor,Employed,F,Married,Extended,58187,1
India,Dubai,College,Employed,M,Married,Extended,63189,1
UAE,Dubai,High School or Below,Self-Employed,F,Single,Premium,0,0
Philipines,Sharjah,Bachelor,Employed,M,Single,Extended,44006,1
China,Dubai,Bachelor,Employed,F,Married,Basic,60932,0
Pakistan,Abu Dhabi,College,Employed,F,Married,Basic,56704,1
Pakistan,Dubai,High School or Below,Self-Employed,F,Married,Basic,0,0
India,Dubai,High School or Below,Employed,M,Married,Basic,24254,1
India,Dubai,Bachelor,Self-Employed,M,Single,Extended,0,2
Pakistan,Dubai,College,Employed,M,Divorced,Basic,57125,2
China,Dubai,High School or Below,Self-Employed,M,Married,Basic,0,2
India,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
Pakistan,Abu Dhabi,College,Employed,F,Married,Basic,72075,1
Philipines,Sharjah,High School or Below,Employed,F,Married,Extended,34317,1
UAE,Dubai,College,Employed,F,Married,Premium,96745,0
Pakistan,Dubai,College,Employed,M,Single,Basic,95427,2
UAE,Dubai,Bachelor,Self-Employed,M,Single,Premium,0,2
China,Sharjah,College,Employed,M,Married,Basic,30606,1
Pakistan,Sharjah,College,Employed,M,Single,Basic,37876,1
India,Dubai,Bachelor,Self-Employed,F,Married,Basic,0,0
India,Sharjah,Master,Employed,F,Divorced,Extended,57474,1
India,Dubai,Bachelor,Retired,M,Married,Basic,22828,2
Pakistan,Dubai,High School or Below,Employed,F,Married,Basic,65096,0
Pakistan,Abu Dhabi,Bachelor,Self-Employed,M,Married,Extended,0,2
Philipines,Dubai,High School or Below,Employed,M,Single,Basic,51066,2
India,Sharjah,Bachelor,Employed,M,Divorced,Basic,96866,1
China,Dubai,College,Employed,M,Married,Basic,20934,1
UAE,Dubai,Master,Employed,M,Single,Premium,32510,2
India,Sharjah,High School or Below,Employed,F,Married,Basic,58577,1
Pakistan,Abu Dhabi,Bachelor,Employed,M,Married,Extended,73268,1
India,Dubai,College,Self-Employed,M,Single,Extended,0,2
Pakistan,Dubai,High School or Below,Retired,M,Married,Basic,19683,2
China,Dubai,College,Employed,F,Divorced,Basic,38713,0
Other,Abu Dhabi,College,Employed,M,Married,Extended,62370,1
India,Dubai,High School or Below,Employed,F,Divorced,Basic,28476,0
India,Sharjah,Bachelor,Employed,M,Married,Extended,74915,1
Pakistan,Dubai,Doctor,Employed,M,Married,Extended,57709,1
Pakistan,Dubai,Bachelor,Employed,M,Divorced,Basic,94676,2
Philipines,Sharjah,Bachelor,Employed,M,Married,Extended,43543,1
China,Dubai,High School or Below,Employed,F,Single,Extended,68297,0
Pakistan,Abu Dhabi,Bachelor,Employed,M,Married,Basic,74241,1
Philipines,Abu Dhabi,College,Employed,F,Married,Extended,61385,1
Pakistan,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
China,Dubai,College,Self-Employed,F,Divorced,Basic,0,0
UAE,Dubai,College,Employed,M,Married,Premium,52548,1
India,Sharjah,Bachelor,Self-Employed,F,Married,Extended,0,0
Pakistan,Dubai,College,Employed,M,Married,Basic,26605,1
Pakistan,Sharjah,Bachelor,Self-Employed,F,Married,Basic,0,0
Other,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
Other,Dubai,High School or Below,Employed,F,Single,Basic,82667,0
Pakistan,Abu Dhabi,Bachelor,Employed,F,Married,Extended,31789,1
Pakistan,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
India,Sharjah,High School or Below,Employed,F,Married,Basic,25151,1
Philipines,Sharjah,Bachelor,Self-Employed,M,Married,Extended,0,2
India,Dubai,College,Enterpreneur,M,Divorced,Extended,24053,2
Pakistan,Dubai,College,Self-Employed,M,Single,Basic,0,2
Pakistan,Sharjah,College,Employed,F,Married,Basic,55407,1
Pakistan,Abu Dhabi,Master,Employed,F,Married,Basic,62461,1
India,Dubai,Bachelor,Enterpreneur,F,Married,Basic,29406,0
Pakistan,Sharjah,Doctor,Employed,M,Married,Basic,89420,1
India,Dubai,High School or Below,Self-Employed,F,Married,Extended,0,0
Other,Dubai,College,Employed,M,Married,Extended,52464,1
Pakistan,Sharjah,Master,Employed,F,Married,Basic,43731,1
Philipines,Dubai,High School or Below,Government,M,Single,Basic,13449,2
Philipines,Dubai,Bachelor,Self-Employed,M,Married,Basic,0,2
China,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
Pakistan,Dubai,College,Employed,M,Married,Basic,49821,1
India,Abu Dhabi,Bachelor,Employed,F,Married,Basic,34837,1
UAE,Sharjah,College,Employed,F,Married,Premium,44222,1
India,Sharjah,Master,Employed,F,Married,Extended,58881,1
Pakistan,Abu Dhabi,College,Employed,F,Married,Basic,46210,1
Pakistan,Abu Dhabi,Bachelor,Employed,F,Married,Basic,49480,1
Philipines,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
UAE,Abu Dhabi,Bachelor,Employed,M,Single,Premium,79284,1
Other,Dubai,High School or Below,Enterpreneur,F,Single,Basic,12928,0
Pakistan,Dubai,High School or Below,Employed,M,Married,Basic,20510,1
UAE,Dubai,College,Self-Employed,M,Single,Premium,0,2
UAE,Abu Dhabi,Master,Employed,M,Married,Premium,67541,1
Pakistan,Dubai,Bachelor,Employed,M,Married,Basic,97924,1
Philipines,Dubai,High School or Below,Employed,M,Married,Extended,40432,1
China,Dubai,Bachelor,Government,M,Divorced,Extended,16869,2
Philipines,Dubai,High School or Below,Employed,M,Married,Basic,91171,1
Pakistan,Abu Dhabi,High School or Below,Self-Employed,M,Married,Basic,0,2
Philipines,Sharjah,High School or Below,Employed,M,Married,Basic,34528,1
Other,Dubai,College,Employed,F,Married,Basic,20303,0
Pakistan,Abu Dhabi,Bachelor,Employed,F,Single,Extended,73643,1
India,Dubai,College,Retired,M,Single,Basic,10621,2
India,Dubai,High School or Below,Employed,M,Married,Extended,76407,1
Philipines,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
Pakistan,Dubai,Bachelor,Enterpreneur,F,Married,Extended,26607,0
Pakistan,Dubai,College,Employed,M,Married,Extended,61783,1
China,Dubai,Bachelor,Employed,M,Divorced,Extended,20283,2
India,Abu Dhabi,Bachelor,Employed,M,Married,Extended,43578,1
India,Dubai,Bachelor,Employed,M,Divorced,Basic,93606,2
India,Dubai,High School or Below,Retired,M,Married,Basic,17920,2
India,Sharjah,College,Employed,M,Single,Extended,51800,1
Pakistan,Dubai,College,Employed,F,Single,Basic,27694,0
Pakistan,Dubai,High School or Below,Government,F,Single,Basic,11904,0
China,Sharjah,Bachelor,Employed,F,Divorced,Basic,53444,1
China,Dubai,Bachelor,Retired,M,Married,Basic,22828,2
Pakistan,Dubai,Bachelor,Employed,M,Married,Extended,50719,1
India,Dubai,College,Employed,M,Married,Basic,46900,1
UAE,Dubai,High School or Below,Self-Employed,M,Single,Premium,0,2
UAE,Abu Dhabi,Master,Employed,M,Married,Premium,60880,1
India,Dubai,Doctor,Employed,M,Married,Basic,40870,1
Pakistan,Dubai,College,Government,M,Single,Basic,14321,2
Philipines,Dubai,High School or Below,Enterpreneur,M,Married,Extended,20072,2
Pakistan,Abu Dhabi,High School or Below,Employed,M,Divorced,Extended,77365,1
India,Dubai,College,Employed,F,Married,Basic,98475,0
Other,Dubai,Bachelor,Retired,M,Divorced,Basic,14973,2
Other,Dubai,Master,Employed,M,Divorced,Extended,83385,2
India,Dubai,College,Self-Employed,M,Single,Extended,0,2
Pakistan,Dubai,College,Self-Employed,M,Married,Extended,0,2
Philipines,Dubai,College,Self-Employed,M,Single,Basic,0,2
Pakistan,Sharjah,Bachelor,Employed,F,Married,Basic,98110,1
India,Dubai,Bachelor,Employed,F,Married,Basic,28909,0
India,Dubai,College,Self-Employed,F,Single,Extended,0,0
Pakistan,Dubai,Bachelor,Self-Employed,F,Divorced,Basic,0,0
India,Sharjah,Bachelor,Employed,M,Married,Basic,42937,1
India,Sharjah,Master,Employed,M,Married,Basic,30887,1
Pakistan,Dubai,College,Employed,M,Married,Extended,35442,1
UAE,Abu Dhabi,High School or Below,Employed,F,Married,Premium,95139,1
Pakistan,Abu Dhabi,Bachelor,Employed,F,Married,Basic,89834,1
India,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
India,Dubai,College,Enterpreneur,F,Single,Extended,18814,0
India,Abu Dhabi,College,Employed,M,Married,Basic,82733,1
India,Dubai,High School or Below,Enterpreneur,F,Married,Basic,28513,0
Other,Dubai,High School or Below,Self-Employed,M,Married,Basic,0,2
Pakistan,Sharjah,Bachelor,Employed,M,Married,Basic,67233,1
Pakistan,Dubai,College,Employed,M,Single,Extended,58718,2
India,Dubai,Master,Government,M,Married,Basic,21724,2
UAE,Dubai,High School or Below,Employed,F,Married,Premium,65103,0
India,Sharjah,High School or Below,Employed,F,Married,Basic,55071,1
India,Abu Dhabi,Doctor,Employed,M,Married,Basic,85817,1
India,Sharjah,Master,Employed,F,Married,Basic,92254,1
UAE,Dubai,College,Employed,M,Married,Premium,88340,1
India,Sharjah,College,Employed,F,Married,Basic,63860,1
India,Dubai,High School or Below,Enterpreneur,F,Married,Extended,26411,0
India,Dubai,High School or Below,Employed,M,Single,Basic,26189,2
India,Abu Dhabi,College,Employed,M,Single,Extended,66114,1
UAE,Dubai,College,Employed,M,Single,Premium,49561,2
India,Dubai,College,Government,F,Married,Basic,16139,0
India,Sharjah,High School or Below,Employed,M,Married,Basic,63775,1
India,Dubai,Bachelor,Employed,F,Married,Basic,25134,0
India,Sharjah,Bachelor,Employed,M,Single,Basic,87777,1
India,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
India,Dubai,Bachelor,Employed,F,Married,Basic,62922,0
India,Abu Dhabi,College,Employed,M,Married,Basic,83761,1
India,Abu Dhabi,High School or Below,Employed,F,Married,Basic,50801,1
India,Dubai,College,Employed,M,Divorced,Basic,48675,2
India,Dubai,High School or Below,Employed,M,Married,Basic,55916,1
India,Dubai,Bachelor,Self-Employed,F,Married,Basic,0,0
India,Sharjah,High School or Below,Employed,F,Married,Basic,30064,1
India,Dubai,High School or Below,Self-Employed,M,Single,Extended,0,2
India,Dubai,College,Self-Employed,M,Single,Basic,0,2
India,Dubai,Doctor,Enterpreneur,F,Divorced,Extended,12081,0
India,Dubai,Bachelor,Self-Employed,M,Single,Extended,0,2
India,Abu Dhabi,Master,Employed,F,Married,Extended,62326,1
India,Dubai,College,Retired,M,Divorced,Basic,25251,2
India,Dubai,College,Enterpreneur,F,Married,Basic,21289,0
India,Abu Dhabi,Master,Employed,F,Married,Extended,54054,1
India,Dubai,College,Employed,F,Married,Extended,84814,0
India,Sharjah,High School or Below,Employed,F,Married,Basic,46097,1
India,Abu Dhabi,College,Employed,F,Married,Basic,58705,1
India,Dubai,High School or Below,Employed,F,Married,Basic,37455,0
India,Dubai,Doctor,Employed,F,Married,Basic,62010,0
India,Sharjah,College,Employed,M,Married,Extended,61568,1
India,Sharjah,Bachelor,Employed,M,Divorced,Basic,90443,1
India,Dubai,High School or Below,Employed,M,Divorced,Extended,24743,2
India,Dubai,High School or Below,Retired,F,Divorced,Basic,22283,0
India,Sharjah,Bachelor,Employed,M,Married,Basic,74627,1
India,Abu Dhabi,College,Employed,F,Married,Basic,47306,1
India,Dubai,College,Self-Employed,M,Married,Basic,0,2
India,Sharjah,Bachelor,Employed,M,Married,Basic,59292,1
India,Abu Dhabi,High School or Below,Employed,F,Married,Extended,23970,1
India,Sharjah,College,Employed,M,Married,Basic,48428,1
India,Dubai,High School or Below,Employed,F,Married,Basic,44342,0
India,Dubai,College,Self-Employed,M,Single,Basic,0,2
India,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
India,Sharjah,College,Employed,F,Single,Extended,67117,1
India,Dubai,Bachelor,Enterpreneur,F,Married,Extended,13037,0
India,Abu Dhabi,College,Employed,M,Single,Basic,71960,1
India,Sharjah,High School or Below,Employed,F,Married,Basic,73137,1
India,Sharjah,College,Self-Employed,M,Married,Extended,0,2
India,Dubai,College,Employed,M,Married,Extended,23797,1
India,Abu Dhabi,Bachelor,Employed,M,Married,Basic,70286,1
India,Dubai,Master,Government,F,Married,Extended,12904,0
India,Abu Dhabi,High School or Below,Employed,F,Married,Basic,42045,1
India,Sharjah,Master,Employed,F,Married,Basic,24948,1
India,Dubai,College,Government,M,Single,Basic,25452,2
India,Sharjah,High School or Below,Employed,F,Married,Basic,95850,1
India,Sharjah,Master,Employed,M,Divorced,Basic,73556,1
India,Dubai,High School or Below,Self-Employed,F,Married,Basic,0,0
India,Abu Dhabi,High School or Below,Self-Employed,F,Married,Basic,0,0
India,Sharjah,Bachelor,Employed,F,Single,Basic,43879,1
India,Dubai,High School or Below,Employed,F,Married,Basic,23941,0
India,Dubai,Bachelor,Enterpreneur,M,Single,Basic,14390,2
India,Dubai,College,Employed,M,Single,Basic,30039,2
India,Dubai,College,Retired,M,Married,Basic,26806,2
India,Sharjah,College,Employed,F,Married,Extended,24450,1
India,Dubai,High School or Below,Self-Employed,F,Married,Basic,0,0
India,Dubai,College,Employed,M,Single,Basic,89219,2
India,Dubai,College,Self-Employed,F,Single,Basic,0,0
India,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
India,Dubai,College,Government,M,Married,Basic,29504,2
India,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
India,Abu Dhabi,Bachelor,Employed,M,Married,Basic,61706,1
UAE,Dubai,High School or Below,Employed,F,Married,Premium,88122,0
India,Dubai,Bachelor,Employed,F,Divorced,Basic,26129,0
India,Dubai,Bachelor,Government,F,Married,Basic,22350,0
India,Dubai,Bachelor,Self-Employed,F,Single,Extended,0,0
India,Abu Dhabi,High School or Below,Employed,F,Married,Basic,26201,1
India,Dubai,Bachelor,Self-Employed,M,Single,Extended,0,2
India,Dubai,Bachelor,Self-Employed,F,Married,Basic,0,0
India,Dubai,High School or Below,Employed,M,Married,Extended,39020,1
India,Dubai,Bachelor,Employed,F,Divorced,Extended,47606,0
India,Dubai,College,Enterpreneur,F,Married,Extended,27231,0
India,Dubai,College,Employed,F,Divorced,Extended,39946,0
India,Abu Dhabi,College,Employed,M,Married,Basic,84300,1
India,Abu Dhabi,College,Employed,F,Married,Extended,41479,1
India,Dubai,Master,Employed,M,Married,Basic,56005,1
India,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
India,Abu Dhabi,Bachelor,Employed,F,Married,Basic,99617,1
India,Dubai,Bachelor,Employed,F,Married,Basic,28909,0
India,Dubai,Bachelor,Enterpreneur,M,Divorced,Basic,25617,2
India,Dubai,High School or Below,Employed,M,Single,Basic,86788,2
India,Dubai,High School or Below,Government,M,Married,Extended,28523,2
India,Sharjah,Bachelor,Employed,F,Married,Basic,38492,1
India,Abu Dhabi,High School or Below,Employed,F,Married,Basic,97657,1
India,Dubai,Master,Employed,M,Married,Basic,49008,1
India,Sharjah,Bachelor,Employed,F,Married,Basic,72264,1
India,Dubai,College,Employed,M,Married,Extended,20396,1
UAE,Abu Dhabi,High School or Below,Employed,F,Married,Premium,60234,1
India,Dubai,Bachelor,Employed,M,Married,Extended,75556,1
India,Sharjah,Bachelor,Employed,F,Married,Extended,98710,1
India,Abu Dhabi,Bachelor,Employed,F,Single,Basic,69461,1
India,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
India,Dubai,High School or Below,Self-Employed,M,Single,Extended,0,2
India,Dubai,College,Employed,F,Married,Extended,73895,0
India,Dubai,High School or Below,Retired,M,Divorced,Basic,20228,2
India,Dubai,Master,Employed,F,Divorced,Basic,81785,0
India,Dubai,Bachelor,Retired,F,Single,Basic,24910,0
India,Dubai,Bachelor,Employed,M,Married,Basic,32946,1
India,Abu Dhabi,High School or Below,Employed,F,Married,Basic,83868,1
India,Dubai,College,Self-Employed,F,Married,Basic,0,0
India,Dubai,High School or Below,Self-Employed,M,Married,Extended,0,2
India,Dubai,High School or Below,Government,F,Married,Basic,17099,0
India,Dubai,High School or Below,Self-Employed,F,Single,Extended,0,0
India,Abu Dhabi,College,Employed,M,Married,Extended,33046,1
India,Dubai,College,Retired,M,Single,Basic,10621,2
India,Dubai,Bachelor,Employed,M,Married,Basic,21498,1
India,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
India,Sharjah,Bachelor,Employed,F,Married,Basic,36889,1
India,Abu Dhabi,Bachelor,Employed,F,Married,Basic,69588,1
India,Sharjah,Master,Government,M,Married,Basic,26585,1
India,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
India,Dubai,High School or Below,Employed,M,Married,Basic,99845,1
India,Abu Dhabi,College,Employed,M,Married,Extended,66429,1
India,Dubai,Bachelor,Self-Employed,M,Married,Basic,0,2
India,Dubai,College,Employed,F,Married,Basic,43721,0
India,Abu Dhabi,High School or Below,Employed,M,Married,Basic,51209,1
India,Sharjah,College,Employed,F,Married,Basic,84498,1
India,Dubai,High School or Below,Self-Employed,M,Married,Basic,0,2
India,Sharjah,College,Employed,M,Married,Extended,59034,1
India,Dubai,Bachelor,Self-Employed,F,Married,Extended,0,0
India,Sharjah,College,Employed,F,Married,Basic,96399,1
India,Dubai,College,Employed,M,Married,Basic,58089,1
India,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
UAE,Sharjah,Master,Employed,M,Married,Premium,60964,1
India,Dubai,College,Employed,M,Married,Basic,42871,1
India,Abu Dhabi,College,Employed,M,Married,Basic,38795,1
UAE,Dubai,Bachelor,Self-Employed,M,Single,Premium,0,2
India,Dubai,Master,Employed,M,Married,Extended,57134,1
India,Dubai,College,Employed,F,Married,Extended,40711,0
India,Dubai,College,Employed,M,Married,Basic,26334,1
India,Dubai,Bachelor,Employed,F,Married,Basic,31414,0
India,Abu Dhabi,Doctor,Employed,F,Married,Basic,74423,1
India,Dubai,College,Self-Employed,F,Married,Basic,0,0
India,Abu Dhabi,Bachelor,Self-Employed,F,Married,Extended,0,0
India,Abu Dhabi,High School or Below,Employed,F,Married,Extended,30646,1
India,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
